assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name_x,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,strain,orig_name,to_annotate,gsize,nb_conts,L90,file,asm_name_y,name_no_strain,label
GCF_900475865.1,PRJNA224116,SAMEA53434918,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC13739,,latest,Complete Genome,Major,Full,2018/06/17,46338_A02,SC,GCA_900475865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/865/GCF_900475865.1_46338_A02,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475865.1/GCF_900475865.1_46338_A02_genomic.fna.gz,STPY.0321.00179,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475865.1_46338_A02_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475865.1_46338_A02_genomic.fna_prepare-split125N.fna,1785880,1,1,GCF_900475865.1_46338_A02_genomic.fna_prepare-split125N.fna,46338_A02,NCTC13739,Streptococcus pyogenes NCTC13739
GCF_900475875.1,PRJNA224116,SAMEA4017720,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC13737,,latest,Complete Genome,Major,Full,2018/06/17,47297_B01,SC,GCA_900475875.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/875/GCF_900475875.1_47297_B01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475875.1/GCF_900475875.1_47297_B01_genomic.fna.gz,STPY.0321.00180,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475875.1_47297_B01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475875.1_47297_B01_genomic.fna_prepare-split125N.fna,1819726,1,1,GCF_900475875.1_47297_B01_genomic.fna_prepare-split125N.fna,47297_B01,NCTC13737,Streptococcus pyogenes NCTC13737
GCF_900475925.1,PRJNA224116,SAMEA3956097,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC12044,,latest,Complete Genome,Major,Full,2018/06/17,46514_A01,SC,GCA_900475925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/925/GCF_900475925.1_46514_A01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475925.1/GCF_900475925.1_46514_A01_genomic.fna.gz,STPY.0321.00181,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475925.1_46514_A01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475925.1_46514_A01_genomic.fna_prepare-split125N.fna,1756874,1,1,GCF_900475925.1_46514_A01_genomic.fna_prepare-split125N.fna,46514_A01,NCTC12044,Streptococcus pyogenes NCTC12044
GCF_900475955.1,PRJNA224116,SAMEA3923596,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC13745,,latest,Complete Genome,Major,Full,2018/06/17,45889_E01,SC,GCA_900475955.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/955/GCF_900475955.1_45889_E01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475955.1/GCF_900475955.1_45889_E01_genomic.fna.gz,STPY.0321.00182,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475955.1_45889_E01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475955.1_45889_E01_genomic.fna_prepare-split125N.fna,1834863,1,1,GCF_900475955.1_45889_E01_genomic.fna_prepare-split125N.fna,45889_E01,NCTC13745,Streptococcus pyogenes NCTC13745
GCF_900475985.1,PRJNA224116,SAMEA4017721,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC13751,,latest,Complete Genome,Major,Full,2018/06/17,47297_C01,SC,GCA_900475985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/985/GCF_900475985.1_47297_C01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900475985.1/GCF_900475985.1_47297_C01_genomic.fna.gz,STPY.0321.00183,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475985.1_47297_C01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475985.1_47297_C01_genomic.fna_prepare-split125N.fna,1891258,1,1,GCF_900475985.1_47297_C01_genomic.fna_prepare-split125N.fna,47297_C01,NCTC13751,Streptococcus pyogenes NCTC13751
GCF_900476015.1,PRJNA224116,SAMEA4364215,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8370,,latest,Complete Genome,Major,Full,2018/06/17,50279_C02,SC,GCA_900476015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/015/GCF_900476015.1_50279_C02,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900476015.1/GCF_900476015.1_50279_C02_genomic.fna.gz,STPY.0321.00184,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900476015.1_50279_C02_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900476015.1_50279_C02_genomic.fna_prepare-split125N.fna,1796907,1,1,GCF_900476015.1_50279_C02_genomic.fna_prepare-split125N.fna,50279_C02,NCTC8370,Streptococcus pyogenes NCTC8370
GCF_900608505.1,PRJNA224116,SAMEA4805863,,,na,,1314,1314,Streptococcus pyogenes,strain=S119,S119,latest,Complete Genome,Major,Full,2018/11/30,Chr_1,IP,GCA_900608505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/608/505/GCF_900608505.1_Chr_1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900608505.1/GCF_900608505.1_Chr_1_genomic.fna.gz,STPY.0321.00185,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900608505.1_Chr_1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900608505.1_Chr_1_genomic.fna_prepare-split125N.fna,1877450,1,1,GCF_900608505.1_Chr_1_genomic.fna_prepare-split125N.fna,Chr_1,S119,Streptococcus pyogenes S119
GCF_900619585.1,PRJNA224116,SAMEA5096233,,,na,,1314,1314,Streptococcus pyogenes,strain=5448,5448,latest,Complete Genome,Major,Full,2019/01/10,5448,Bioplatforms Australia,GCA_900619585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/619/585/GCF_900619585.1_5448,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900619585.1/GCF_900619585.1_5448_genomic.fna.gz,STPY.0321.00186,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900619585.1_5448_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900619585.1_5448_genomic.fna_prepare-split125N.fna,1829838,1,1,GCF_900619585.1_5448_genomic.fna_prepare-split125N.fna,5448,5448,Streptococcus pyogenes 5448
GCF_900619595.1,PRJNA224116,SAMEA5096234,,,na,,1314,1314,Streptococcus pyogenes,strain=SP444,SP444,latest,Complete Genome,Major,Full,2019/01/10,SP444,Bioplatforms Australia,GCA_900619595.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/619/595/GCF_900619595.1_SP444,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900619595.1/GCF_900619595.1_SP444_genomic.fna.gz,STPY.0321.00187,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900619595.1_SP444_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900619595.1_SP444_genomic.fna_prepare-split125N.fna,1823047,1,1,GCF_900619595.1_SP444_genomic.fna_prepare-split125N.fna,SP444,SP444,Streptococcus pyogenes SP444
GCF_900619605.1,PRJNA224116,SAMEA5096235,,,na,,1314,1314,Streptococcus pyogenes,strain=HKU419,HKU419,latest,Complete Genome,Major,Full,2019/01/10,HKU419,Bioplatforms Australia,GCA_900619605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/619/605/GCF_900619605.1_HKU419,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900619605.1/GCF_900619605.1_HKU419_genomic.fna.gz,STPY.0321.00188,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900619605.1_HKU419_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900619605.1_HKU419_genomic.fna_prepare-split125N.fna,1943295,1,1,GCF_900619605.1_HKU419_genomic.fna_prepare-split125N.fna,HKU419,HKU419,Streptococcus pyogenes HKU419
GCF_900619615.1,PRJNA224116,SAMEA5096236,,,na,,1314,1314,Streptococcus pyogenes,strain=PS003,PS003,latest,Complete Genome,Major,Full,2019/01/10,PS003,Bioplatforms Australia,GCA_900619615.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/619/615/GCF_900619615.1_PS003,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900619615.1/GCF_900619615.1_PS003_genomic.fna.gz,STPY.0321.00189,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900619615.1_PS003_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900619615.1_PS003_genomic.fna_prepare-split125N.fna,1909563,1,1,GCF_900619615.1_PS003_genomic.fna_prepare-split125N.fna,PS003,PS003,Streptococcus pyogenes PS003
GCF_900619625.1,PRJNA224116,SAMEA5096237,,,na,,1314,1314,Streptococcus pyogenes,strain=PS006,PS006,latest,Complete Genome,Major,Full,2019/01/10,PS006,Bioplatforms Australia,GCA_900619625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/619/625/GCF_900619625.1_PS006,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900619625.1/GCF_900619625.1_PS006_genomic.fna.gz,STPY.0321.00190,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900619625.1_PS006_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900619625.1_PS006_genomic.fna_prepare-split125N.fna,1854706,1,1,GCF_900619625.1_PS006_genomic.fna_prepare-split125N.fna,PS006,PS006,Streptococcus pyogenes PS006
GCF_900636485.1,PRJNA224116,SAMEA3632070,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8232,,latest,Complete Genome,Major,Full,2018/12/20,42290_G02,SC,GCA_900636485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/485/GCF_900636485.1_42290_G02,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900636485.1/GCF_900636485.1_42290_G02_genomic.fna.gz,STPY.0321.00191,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900636485.1_42290_G02_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900636485.1_42290_G02_genomic.fna_prepare-split125N.fna,1900813,1,1,GCF_900636485.1_42290_G02_genomic.fna_prepare-split125N.fna,42290_G02,NCTC8232,Streptococcus pyogenes NCTC8232
GCF_900636725.1,PRJNA224116,SAMEA3729937,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8302,,latest,Complete Genome,Major,Full,2018/12/20,43908_B01,SC,GCA_900636725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/725/GCF_900636725.1_43908_B01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900636725.1/GCF_900636725.1_43908_B01_genomic.fna.gz,STPY.0321.00192,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900636725.1_43908_B01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900636725.1_43908_B01_genomic.fna_prepare-split125N.fna,1834173,1,1,GCF_900636725.1_43908_B01_genomic.fna_prepare-split125N.fna,43908_B01,NCTC8302,Streptococcus pyogenes NCTC8302
GCF_901472475.1,PRJNA224116,SAMEA3222082,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8193,,latest,Complete Genome,Major,Full,2019/05/11,35891_A01,SC,GCA_901472475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/472/475/GCF_901472475.1_35891_A01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_901472475.1/GCF_901472475.1_35891_A01_genomic.fna.gz,STPY.0321.00193,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_901472475.1_35891_A01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_901472475.1_35891_A01_genomic.fna_prepare-split125N.fna,1858171,1,1,GCF_901472475.1_35891_A01_genomic.fna_prepare-split125N.fna,35891_A01,NCTC8193,Streptococcus pyogenes NCTC8193
GCF_901482645.1,PRJNA224116,SAMEA3597581,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8318,,latest,Complete Genome,Major,Full,2019/05/11,42017_F01,SC,GCA_901482645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/482/645/GCF_901482645.1_42017_F01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_901482645.1/GCF_901482645.1_42017_F01_genomic.fna.gz,STPY.0321.00194,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_901482645.1_42017_F01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_901482645.1_42017_F01_genomic.fna_prepare-split125N.fna,1819777,1,1,GCF_901482645.1_42017_F01_genomic.fna_prepare-split125N.fna,42017_F01,NCTC8318,Streptococcus pyogenes NCTC8318
GCF_000006785.2,PRJNA224116,SAMN02604089,,,na,,160490,1314,Streptococcus pyogenes M1 GAS,strain=SF370,,latest,Complete Genome,Major,Full,2014/04/01,ASM678v2,Univ. Oklahoma,GCA_000006785.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/785/GCF_000006785.2_ASM678v2,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_000006785.2/GCF_000006785.2_ASM678v2_genomic.fna.gz,STPY.0321.00195,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000006785.2_ASM678v2_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000006785.2_ASM678v2_genomic.fna_prepare-split125N.fna,1852433,1,1,GCF_000006785.2_ASM678v2_genomic.fna_prepare-split125N.fna,ASM678v2,SF370,Streptococcus pyogenes M1 GAS SF370
GCF_000009385.1,PRJNA224116,SAMEA1705956,,,na,,160491,1314,Streptococcus pyogenes str. Manfredo,strain=Manfredo,,latest,Complete Genome,Major,Full,2007/03/29,ASM938v1,Sanger Institute,GCA_000009385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/385/GCF_000009385.1_ASM938v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_000009385.1/GCF_000009385.1_ASM938v1_genomic.fna.gz,STPY.0321.00196,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000009385.1_ASM938v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000009385.1_ASM938v1_genomic.fna_prepare-split125N.fna,1841271,1,1,GCF_000009385.1_ASM938v1_genomic.fna_prepare-split125N.fna,ASM938v1,Manfredo,Streptococcus pyogenes str. Manfredo
GCF_000007285.1,PRJNA224116,SAMN02603495,,,na,,186103,1314,Streptococcus pyogenes MGAS8232,strain=MGAS8232,,latest,Complete Genome,Major,Full,2002/04/03,ASM728v1,Lab of Human Bacterial Pathogenesis,GCA_000007285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/285/GCF_000007285.1_ASM728v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_000007285.1/GCF_000007285.1_ASM728v1_genomic.fna.gz,STPY.0321.00197,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000007285.1_ASM728v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000007285.1_ASM728v1_genomic.fna_prepare-split125N.fna,1895017,1,1,GCF_000007285.1_ASM728v1_genomic.fna_prepare-split125N.fna,ASM728v1,MGAS8232,Streptococcus pyogenes MGAS8232
GCF_000011285.1,PRJNA224116,SAMD00061102,,,na,,193567,1314,Streptococcus pyogenes SSI-1,strain=SSI-1,,latest,Complete Genome,Major,Full,2004/05/11,ASM1128v1,Osaka Univ.,GCA_000011285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/285/GCF_000011285.1_ASM1128v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_000011285.1/GCF_000011285.1_ASM1128v1_genomic.fna.gz,STPY.0321.00198,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000011285.1_ASM1128v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000011285.1_ASM1128v1_genomic.fna_prepare-split125N.fna,1894275,1,1,GCF_000011285.1_ASM1128v1_genomic.fna_prepare-split125N.fna,ASM1128v1,SSI-1,Streptococcus pyogenes SSI-1
GCF_000007425.1,PRJNA224116,SAMN02603496,,,na,,198466,1314,Streptococcus pyogenes MGAS315,strain=MGAS315,,latest,Complete Genome,Major,Full,2002/07/18,ASM742v1,Lab of Human Bacterial Pathogenesis,GCA_000007425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/425/GCF_000007425.1_ASM742v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_000007425.1/GCF_000007425.1_ASM742v1_genomic.fna.gz,STPY.0321.00199,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000007425.1_ASM742v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000007425.1_ASM742v1_genomic.fna_prepare-split125N.fna,1900521,1,1,GCF_000007425.1_ASM742v1_genomic.fna_prepare-split125N.fna,ASM742v1,MGAS315,Streptococcus pyogenes MGAS315
GCF_000011665.1,PRJNA224116,SAMN02603497,,,na,,286636,1314,Streptococcus pyogenes MGAS10394,strain=MGAS10394,,latest,Complete Genome,Major,Full,2004/08/03,ASM1166v1,Lab of Human Bacterial Pathogenesis,GCA_000011665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/665/GCF_000011665.1_ASM1166v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_000011665.1/GCF_000011665.1_ASM1166v1_genomic.fna.gz,STPY.0321.00200,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000011665.1_ASM1166v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000011665.1_ASM1166v1_genomic.fna_prepare-split125N.fna,1899877,1,1,GCF_000011665.1_ASM1166v1_genomic.fna_prepare-split125N.fna,ASM1166v1,MGAS10394,Streptococcus pyogenes MGAS10394
GCF_000011765.3,PRJNA224116,SAMN02603500,,,na,,293653,1314,Streptococcus pyogenes MGAS5005,strain=MGAS5005,,latest,Complete Genome,Minor,Full,2014/04/01,ASM1176v2,Lab of Human Bacterial Pathogenesis,GCA_000011765.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/765/GCF_000011765.3_ASM1176v2,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_000011765.3/GCF_000011765.3_ASM1176v2_genomic.fna.gz,STPY.0321.00201,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000011765.3_ASM1176v2_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000011765.3_ASM1176v2_genomic.fna_prepare-split125N.fna,1838562,1,1,GCF_000011765.3_ASM1176v2_genomic.fna_prepare-split125N.fna,ASM1176v2,MGAS5005,Streptococcus pyogenes MGAS5005
GCF_000012165.2,PRJNA224116,SAMN02603499,,,na,,319701,1314,Streptococcus pyogenes MGAS6180,strain=MGAS6180,,latest,Complete Genome,Major,Full,2019/02/12,ASM1216v2,Lab of Human Bacterial Pathogenesis,GCA_000012165.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/165/GCF_000012165.2_ASM1216v2,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_000012165.2/GCF_000012165.2_ASM1216v2_genomic.fna.gz,STPY.0321.00202,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000012165.2_ASM1216v2_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000012165.2_ASM1216v2_genomic.fna_prepare-split125N.fna,1897578,1,1,GCF_000012165.2_ASM1216v2_genomic.fna_prepare-split125N.fna,ASM1216v2,MGAS6180,Streptococcus pyogenes MGAS6180
GCF_000013485.1,PRJNA224116,SAMN02603501,,,na,,370551,1314,Streptococcus pyogenes MGAS9429,strain=MGAS9429,,latest,Complete Genome,Major,Full,2006/05/04,ASM1348v1,Lab of Human Bacterial Pathogenesis,GCA_000013485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/485/GCF_000013485.1_ASM1348v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_000013485.1/GCF_000013485.1_ASM1348v1_genomic.fna.gz,STPY.0321.00203,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000013485.1_ASM1348v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000013485.1_ASM1348v1_genomic.fna_prepare-split125N.fna,1836467,1,1,GCF_000013485.1_ASM1348v1_genomic.fna_prepare-split125N.fna,ASM1348v1,MGAS9429,Streptococcus pyogenes MGAS9429
GCF_000013505.1,PRJNA224116,SAMN02603502,,,na,,370552,1314,Streptococcus pyogenes MGAS10270,strain=MGAS10270,,latest,Complete Genome,Major,Full,2006/05/04,ASM1350v1,Lab of Human Bacterial Pathogenesis,GCA_000013505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/505/GCF_000013505.1_ASM1350v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_000013505.1/GCF_000013505.1_ASM1350v1_genomic.fna.gz,STPY.0321.00204,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000013505.1_ASM1350v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000013505.1_ASM1350v1_genomic.fna_prepare-split125N.fna,1928252,1,1,GCF_000013505.1_ASM1350v1_genomic.fna_prepare-split125N.fna,ASM1350v1,MGAS10270,Streptococcus pyogenes MGAS10270
GCF_000013545.1,PRJNA224116,SAMN02603504,,,na,,370554,1314,Streptococcus pyogenes MGAS10750,strain=MGAS10750,,latest,Complete Genome,Major,Full,2006/05/04,ASM1354v1,Lab of Human Bacterial Pathogenesis,GCA_000013545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/545/GCF_000013545.1_ASM1354v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_000013545.1/GCF_000013545.1_ASM1354v1_genomic.fna.gz,STPY.0321.00205,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000013545.1_ASM1354v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000013545.1_ASM1354v1_genomic.fna_prepare-split125N.fna,1937111,1,1,GCF_000013545.1_ASM1354v1_genomic.fna_prepare-split125N.fna,ASM1354v1,MGAS10750,Streptococcus pyogenes MGAS10750
GCF_000018125.1,PRJNA224116,SAMN02604236,,,na,,471876,1314,Streptococcus pyogenes NZ131,strain=NZ131; ATCC BAA-1633,,latest,Complete Genome,Major,Full,2008/10/16,ASM1812v1,University of Oklahoma Health Sciences Center,GCA_000018125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/125/GCF_000018125.1_ASM1812v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_000018125.1/GCF_000018125.1_ASM1812v1_genomic.fna.gz,STPY.0321.00207,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000018125.1_ASM1812v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000018125.1_ASM1812v1_genomic.fna_prepare-split125N.fna,1815785,1,1,GCF_000018125.1_ASM1812v1_genomic.fna_prepare-split125N.fna,ASM1812v1,NZ131; ATCC BAA-1633,Streptococcus pyogenes NZ131 NZ131; ATCC BAA-1633
GCF_000230295.1,PRJNA224116,SAMN02603353,,,na,,487215,1314,Streptococcus pyogenes Alab49,strain=Alab49,,latest,Complete Genome,Major,Full,2011/10/07,ASM23029v1,Institute for Genome Sciences,GCA_000230295.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/295/GCF_000230295.1_ASM23029v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_000230295.1/GCF_000230295.1_ASM23029v1_genomic.fna.gz,STPY.0321.00206,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000230295.1_ASM23029v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000230295.1_ASM23029v1_genomic.fna_prepare-split125N.fna,1827308,1,1,GCF_000230295.1_ASM23029v1_genomic.fna_prepare-split125N.fna,ASM23029v1,Alab49,Streptococcus pyogenes Alab49
GCF_000250905.1,PRJNA224116,SAMN02603944,,,na,,798300,1314,Streptococcus pyogenes MGAS15252,strain=MGAS15252,,latest,Complete Genome,Major,Full,2012/03/01,ASM25090v1,The Methodist Hospital Research Institute,GCA_000250905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/250/905/GCF_000250905.1_ASM25090v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_000250905.1/GCF_000250905.1_ASM25090v1_genomic.fna.gz,STPY.0321.00208,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000250905.1_ASM25090v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000250905.1_ASM25090v1_genomic.fna_prepare-split125N.fna,1750832,1,1,GCF_000250905.1_ASM25090v1_genomic.fna_prepare-split125N.fna,ASM25090v1,MGAS15252,Streptococcus pyogenes MGAS15252
