block,species,chr,chr_beg,chr_end,orientation
97,STPY.0321.00139,1,387591,391585,-
97,STPY.0321.00143,1,1013575,1017570,+
97,STPY.0321.00176,1,699961,703955,-
97,STPY.0321.00088,1,1235500,1239493,+
97,STPY.0321.00163,1,1273222,1277213,+
97,STPY.0321.00174,1,581148,585142,-
97,STPY.0321.00037,1,573376,577370,-
97,STPY.0321.00153,1,924835,928829,+
97,STPY.0321.00044,1,562209,566204,-
97,STPY.0321.00164,1,604691,608685,-
97,STPY.0321.00060,1,599905,603899,-
97,STPY.0321.00166,1,1303063,1307059,+
97,STPY.0321.00192,1,48341,52335,-
97,STPY.0321.00193,1,1222595,1226589,+
97,STPY.0321.00154,1,1221507,1225494,+
97,STPY.0321.00055,1,611232,615226,-
97,STPY.0321.00155,1,1172544,1176536,+
97,STPY.0321.00074,1,1249003,1252997,+
97,STPY.0321.00167,1,1215710,1219704,+
97,STPY.0321.00112,1,601263,605258,-
97,STPY.0321.00169,1,624344,628338,-
97,STPY.0321.00144,1,588940,592927,-
97,STPY.0321.00157,1,1310268,1314251,+
97,STPY.0321.00168,1,627157,631150,-
97,STPY.0321.00041,1,1331560,1335554,+
97,STPY.0321.00146,1,1207557,1211551,+
97,STPY.0321.00119,1,1247654,1251648,+
97,STPY.0321.00118,1,1232186,1236180,+
97,STPY.0321.00049,1,1302072,1306066,+
97,STPY.0321.00046,1,596036,600031,-
97,STPY.0321.00043,1,1248228,1252222,+
97,STPY.0321.00152,1,634340,638334,-
97,STPY.0321.00141,1,608204,612198,-
97,STPY.0321.00038,1,153402,157388,+
97,STPY.0321.00117,1,608118,612112,-
97,STPY.0321.00122,1,1154048,1158035,+
97,STPY.0321.00042,1,651407,655402,-
97,STPY.0321.00028,1,596489,600484,-
97,STPY.0321.00019,1,1185355,1189342,+
97,STPY.0321.00092,1,580364,584358,-
97,STPY.0321.00124,1,1274234,1278225,+
97,STPY.0321.00207,1,594789,598783,-
97,STPY.0321.00209,1,586003,589997,-
97,STPY.0321.00214,1,583382,587376,-
97,STPY.0321.00191,1,1262978,1266972,+
97,STPY.0321.00211,1,562244,566238,-
97,STPY.0321.00138,1,1180194,1184188,+
97,STPY.0321.00002,1,1585289,1589283,-
97,STPY.0321.00212,1,562237,566231,-
97,STPY.0321.00210,1,1349022,1353016,+
97,STPY.0321.00173,1,559463,563462,-
97,STPY.0321.00175,1,586682,590665,-
97,STPY.0321.00172,1,1180074,1184068,+
97,STPY.0321.00170,1,638324,642318,-
97,STPY.0321.00069,1,623514,627508,-
97,STPY.0321.00179,1,1186938,1190932,+
97,STPY.0321.00182,1,646989,650984,-
97,STPY.0321.00189,1,595675,599669,-
97,STPY.0321.00010,1,556532,560524,-
97,STPY.0321.00024,1,1246774,1250768,+
97,STPY.0321.00058,1,1288853,1292847,+
97,STPY.0321.00021,1,1140921,1144913,+
97,STPY.0321.00159,1,1232404,1236398,+
97,STPY.0321.00178,1,570466,574460,-
97,STPY.0321.00188,1,607837,611831,-
97,STPY.0321.00040,1,580843,584839,-
97,STPY.0321.00106,1,636457,640452,-
97,STPY.0321.00017,1,1151262,1155249,+
97,STPY.0321.00186,1,601787,605781,-
97,STPY.0321.00111,1,583559,587547,-
97,STPY.0321.00030,1,575448,579442,-
97,STPY.0321.00185,1,624920,628914,-
97,STPY.0321.00190,1,1248909,1252903,+
97,STPY.0321.00180,1,1216533,1220527,+
97,STPY.0321.00181,1,561732,565727,-
97,STPY.0321.00023,1,1291552,1295546,+
97,STPY.0321.00184,1,1216971,1220962,+
97,STPY.0321.00183,1,612171,616165,-
97,STPY.0321.00165,1,590847,594841,-
97,STPY.0321.00047,1,1289097,1293091,+
97,STPY.0321.00095,1,582494,586488,-
97,STPY.0321.00039,1,1243082,1247076,+
97,STPY.0321.00036,1,603114,607107,-
97,STPY.0321.00076,1,1248061,1252055,+
97,STPY.0321.00035,1,1217463,1221458,+
97,STPY.0321.00027,1,582508,586502,-
97,STPY.0321.00031,1,638251,642245,-
97,STPY.0321.00034,1,577813,581807,-
97,STPY.0321.00158,1,1011605,1015604,+
97,STPY.0321.00052,1,1300359,1304353,+
97,STPY.0321.00029,1,608037,612031,-
97,STPY.0321.00054,1,1290104,1294098,+
97,STPY.0321.00150,1,579435,583429,-
97,STPY.0321.00177,1,1184524,1188518,+
97,STPY.0321.00011,1,686505,690499,-
97,STPY.0321.00009,1,625023,629018,-
97,STPY.0321.00020,1,686495,690489,-
97,STPY.0321.00008,1,562244,566238,-
97,STPY.0321.00013,1,1265670,1269668,+
97,STPY.0321.00014,1,576170,580165,-
97,STPY.0321.00018,1,686516,690510,-
97,STPY.0321.00012,1,581303,585297,-
97,STPY.0321.00081,1,673623,677617,-
97,STPY.0321.00045,1,582781,586775,-
97,STPY.0321.00004,1,1288098,1292092,+
97,STPY.0321.00006,1,253311,257310,-
97,STPY.0321.00196,1,1221874,1225868,+
97,STPY.0321.00015,1,591824,595820,-
97,STPY.0321.00025,1,1250097,1254091,+
97,STPY.0321.00022,1,1247592,1251586,+
97,STPY.0321.00149,1,584858,588852,-
97,STPY.0321.00026,1,623731,627725,-
97,STPY.0321.00016,1,649778,653772,-
98,STPY.0321.00072,1,1250278,1259734,+
98,STPY.0321.00071,1,1291752,1301208,+
98,STPY.0321.00070,1,1242178,1251634,+
98,STPY.0321.00079,1,614643,623773,-
98,STPY.0321.00080,1,634513,643643,-
98,STPY.0321.00062,1,1251190,1260646,+
98,STPY.0321.00061,1,1312505,1321961,+
98,STPY.0321.00082,1,604093,613550,-
98,STPY.0321.00057,1,1312505,1321961,+
98,STPY.0321.00067,1,597970,607100,-
98,STPY.0321.00065,1,1251579,1261035,+
98,STPY.0321.00066,1,613774,622904,-
98,STPY.0321.00064,1,580577,589724,-
98,STPY.0321.00077,1,1307220,1316676,+
98,STPY.0321.00101,1,598667,607797,-
98,STPY.0321.00102,1,597654,606784,-
98,STPY.0321.00108,1,1347886,1357342,+
98,STPY.0321.00103,1,566959,576087,-
98,STPY.0321.00109,1,1162600,1171731,+
98,STPY.0321.00105,1,572829,581959,-
98,STPY.0321.00087,1,1187594,1197052,+
98,STPY.0321.00097,1,578945,588075,-
98,STPY.0321.00089,1,565464,574611,-
98,STPY.0321.00075,1,1251205,1260661,+
98,STPY.0321.00083,1,654758,663888,-
98,STPY.0321.00086,1,1150966,1160097,+
98,STPY.0321.00085,1,1162535,1171666,+
98,STPY.0321.00094,1,577298,586426,-
98,STPY.0321.00096,1,575395,584849,-
98,STPY.0321.00093,1,574949,584080,-
98,STPY.0321.00091,1,614717,623847,-
98,STPY.0321.00217,1,1484449,1493904,-
98,STPY.0321.00219,1,185734,194865,+
98,STPY.0321.00213,1,594327,603457,-
98,STPY.0321.00216,1,1340911,1350367,+
98,STPY.0321.00197,1,654083,663536,-
98,STPY.0321.00203,1,613108,622238,-
98,STPY.0321.00218,1,1239234,1248365,+
98,STPY.0321.00204,1,606535,615666,-
98,STPY.0321.00199,1,545421,554876,-
98,STPY.0321.00110,1,1674767,1683897,-
98,STPY.0321.00200,1,591431,600888,-
98,STPY.0321.00099,1,1278606,1288063,+
98,STPY.0321.00051,1,1336315,1345771,+
98,STPY.0321.00198,1,1341857,1351313,+
98,STPY.0321.00128,1,1240466,1249922,+
98,STPY.0321.00033,1,559358,568489,-
98,STPY.0321.00130,1,1240372,1249828,+
98,STPY.0321.00129,1,639134,648589,-
98,STPY.0321.00127,1,1262069,1271200,+
98,STPY.0321.00208,1,579448,588576,-
98,STPY.0321.00068,1,1250635,1260091,+
98,STPY.0321.00050,1,689750,698852,-
98,STPY.0321.00201,1,575585,584715,-
98,STPY.0321.00056,1,1252558,1262014,+
98,STPY.0321.00133,1,570304,579434,-
98,STPY.0321.00134,1,1223811,1232942,+
98,STPY.0321.00078,1,1251442,1260898,+
98,STPY.0321.00132,1,1328218,1337660,+
98,STPY.0321.00115,1,1463944,1473075,+
98,STPY.0321.00001,1,587533,596663,-
98,STPY.0321.00053,1,573275,582730,-
98,STPY.0321.00090,1,1213637,1222785,+
98,STPY.0321.00202,1,573418,582873,-
98,STPY.0321.00048,1,599710,608840,-
98,STPY.0321.00113,1,587224,596354,-
98,STPY.0321.00114,1,587301,596431,-
98,STPY.0321.00121,1,592665,601795,-
98,STPY.0321.00137,1,570042,579172,-
98,STPY.0321.00161,1,595388,604516,-
98,STPY.0321.00007,1,1347581,1357037,+
98,STPY.0321.00205,1,634240,643643,-
98,STPY.0321.00131,1,592771,601901,-
98,STPY.0321.00147,1,1204557,1213688,+
98,STPY.0321.00126,1,597348,606803,-
98,STPY.0321.00098,1,1249302,1258450,+
98,STPY.0321.00116,1,1125933,1135063,-
98,STPY.0321.00156,1,666521,675975,-
98,STPY.0321.00187,1,603648,613103,-
98,STPY.0321.00120,1,1238224,1247355,+
98,STPY.0321.00100,1,1206530,1215985,+
98,STPY.0321.00032,1,1292529,1301985,+
98,STPY.0321.00195,1,614525,623655,-
98,STPY.0321.00084,1,1201043,1210174,+
98,STPY.0321.00215,1,576031,585486,-
98,STPY.0321.00148,1,604200,613330,-
98,STPY.0321.00104,1,609003,618133,-
98,STPY.0321.00171,1,567866,576996,-
98,STPY.0321.00003,1,1341380,1350836,+
98,STPY.0321.00162,1,607754,616856,-
98,STPY.0321.00160,1,566505,575635,-
98,STPY.0321.00142,1,1259626,1269084,+
98,STPY.0321.00063,1,603398,612529,-
98,STPY.0321.00107,1,1229154,1238580,+
98,STPY.0321.00140,1,566353,575808,-
98,STPY.0321.00073,1,1252854,1262310,+
98,STPY.0321.00125,1,673934,683389,-
98,STPY.0321.00123,1,604079,613534,-
98,STPY.0321.00136,1,1154111,1163567,+
98,STPY.0321.00194,1,587147,596277,-
98,STPY.0321.00145,1,573776,582906,-
98,STPY.0321.00059,1,558548,567679,-
98,STPY.0321.00135,1,1270935,1280065,+
98,STPY.0321.00151,1,1196614,1205739,+
98,STPY.0321.00005,1,573108,582563,-
98,STPY.0321.00206,1,574067,583521,-
98,STPY.0321.00139,1,378146,387589,-
98,STPY.0321.00143,1,1017571,1026702,+
98,STPY.0321.00176,1,690829,699959,-
98,STPY.0321.00088,1,1239494,1248625,+
98,STPY.0321.00163,1,1277214,1286345,+
98,STPY.0321.00174,1,572016,581146,-
98,STPY.0321.00037,1,564243,573374,-
98,STPY.0321.00153,1,928830,937961,+
98,STPY.0321.00044,1,553077,562207,-
98,STPY.0321.00164,1,595558,604689,-
98,STPY.0321.00060,1,590773,599903,-
98,STPY.0321.00166,1,1307060,1316191,+
98,STPY.0321.00192,1,38882,48339,-
98,STPY.0321.00193,1,1226590,1236046,+
98,STPY.0321.00154,1,1226877,1236002,+
98,STPY.0321.00055,1,602099,611230,-
98,STPY.0321.00155,1,1176537,1185993,+
98,STPY.0321.00074,1,1252998,1262454,+
98,STPY.0321.00167,1,1219705,1229161,+
98,STPY.0321.00112,1,592131,601261,-
98,STPY.0321.00169,1,614888,624342,-
98,STPY.0321.00144,1,578474,587576,-
98,STPY.0321.00157,1,1314252,1323381,+
98,STPY.0321.00168,1,618025,627155,-
98,STPY.0321.00041,1,1335555,1345011,+
98,STPY.0321.00146,1,1211552,1220683,+
98,STPY.0321.00119,1,1251649,1261105,+
98,STPY.0321.00118,1,1236181,1245637,+
98,STPY.0321.00049,1,1306067,1315523,+
98,STPY.0321.00046,1,586904,596034,-
98,STPY.0321.00043,1,1252223,1261679,+
98,STPY.0321.00152,1,625208,634338,-
98,STPY.0321.00141,1,598744,608202,-
98,STPY.0321.00038,1,158752,167854,+
98,STPY.0321.00117,1,598986,608116,-
98,STPY.0321.00122,1,1159399,1168502,+
98,STPY.0321.00042,1,642275,651405,-
98,STPY.0321.00028,1,587357,596487,-
98,STPY.0321.00019,1,1190725,1199850,+
98,STPY.0321.00092,1,570907,580362,-
98,STPY.0321.00124,1,1278226,1287682,+
98,STPY.0321.00207,1,585658,594787,-
98,STPY.0321.00209,1,576873,586001,-
98,STPY.0321.00214,1,574250,583380,-
98,STPY.0321.00191,1,1266973,1276429,+
98,STPY.0321.00211,1,552785,562242,-
98,STPY.0321.00138,1,1184189,1193320,+
98,STPY.0321.00002,1,1576157,1585287,-
98,STPY.0321.00212,1,552778,562235,-
98,STPY.0321.00210,1,1353017,1362148,+
98,STPY.0321.00173,1,550330,559461,-
98,STPY.0321.00175,1,577225,586680,-
98,STPY.0321.00172,1,1184069,1193530,+
98,STPY.0321.00170,1,628864,638322,-
98,STPY.0321.00069,1,614057,623512,-
98,STPY.0321.00179,1,1190933,1200064,+
98,STPY.0321.00182,1,637857,646987,-
98,STPY.0321.00189,1,586215,595673,-
98,STPY.0321.00010,1,547075,556530,-
98,STPY.0321.00024,1,1250769,1260225,+
98,STPY.0321.00058,1,1292848,1302304,+
98,STPY.0321.00021,1,1144914,1154370,+
98,STPY.0321.00159,1,1236399,1245855,+
98,STPY.0321.00178,1,561009,570464,-
98,STPY.0321.00188,1,598705,607835,-
98,STPY.0321.00040,1,571387,580841,-
98,STPY.0321.00106,1,627001,636455,-
98,STPY.0321.00017,1,1156613,1165716,+
98,STPY.0321.00186,1,592655,601785,-
98,STPY.0321.00111,1,574427,583557,-
98,STPY.0321.00030,1,565991,575446,-
98,STPY.0321.00185,1,615788,624918,-
98,STPY.0321.00190,1,1252904,1262360,+
98,STPY.0321.00180,1,1220528,1229986,+
98,STPY.0321.00181,1,552276,561730,-
98,STPY.0321.00023,1,1295547,1305003,+
98,STPY.0321.00184,1,1220965,1230097,+
98,STPY.0321.00183,1,603038,612169,-
98,STPY.0321.00165,1,581390,590845,-
98,STPY.0321.00047,1,1293092,1302548,+
98,STPY.0321.00095,1,573037,582492,-
98,STPY.0321.00039,1,1247077,1256533,+
98,STPY.0321.00036,1,593982,603112,-
98,STPY.0321.00076,1,1252056,1261512,+
98,STPY.0321.00035,1,1221459,1230903,+
98,STPY.0321.00027,1,573051,582506,-
98,STPY.0321.00031,1,628791,638249,-
98,STPY.0321.00034,1,568681,577811,-
98,STPY.0321.00158,1,1015605,1025061,+
98,STPY.0321.00052,1,1304354,1313810,+
98,STPY.0321.00029,1,598905,608035,-
98,STPY.0321.00054,1,1294099,1303555,+
98,STPY.0321.00150,1,570303,579433,-
98,STPY.0321.00177,1,1188519,1197648,+
98,STPY.0321.00011,1,677048,686503,-
98,STPY.0321.00009,1,615564,625021,-
98,STPY.0321.00020,1,677038,686493,-
98,STPY.0321.00008,1,552785,562242,-
98,STPY.0321.00013,1,1269669,1279125,+
98,STPY.0321.00014,1,567038,576168,-
98,STPY.0321.00018,1,677059,686514,-
98,STPY.0321.00012,1,572171,581301,-
98,STPY.0321.00081,1,664491,673621,-
98,STPY.0321.00045,1,573324,582779,-
98,STPY.0321.00004,1,1292093,1301224,+
98,STPY.0321.00006,1,243854,253309,-
98,STPY.0321.00196,1,1225869,1235325,+
98,STPY.0321.00015,1,582692,591822,-
98,STPY.0321.00025,1,1254092,1263223,+
98,STPY.0321.00022,1,1251587,1261043,+
98,STPY.0321.00149,1,575726,584856,-
98,STPY.0321.00026,1,614599,623729,-
98,STPY.0321.00016,1,640646,649776,-
99,STPY.0321.00072,1,1259977,1263909,+
99,STPY.0321.00071,1,1301451,1305383,+
99,STPY.0321.00070,1,1251877,1255809,+
99,STPY.0321.00079,1,610468,614400,-
99,STPY.0321.00080,1,630322,634254,-
99,STPY.0321.00062,1,1260889,1264821,+
99,STPY.0321.00061,1,1322220,1326153,+
99,STPY.0321.00082,1,599919,603850,-
99,STPY.0321.00057,1,1322220,1326153,+
99,STPY.0321.00067,1,593795,597727,-
99,STPY.0321.00065,1,1261278,1265210,+
99,STPY.0321.00066,1,609599,613531,-
99,STPY.0321.00064,1,576386,580307,-
99,STPY.0321.00077,1,1316919,1320851,+
99,STPY.0321.00101,1,594491,598423,-
99,STPY.0321.00102,1,593467,597354,-
99,STPY.0321.00108,1,1357585,1361518,+
99,STPY.0321.00103,1,562784,566716,-
99,STPY.0321.00109,1,1171974,1175906,+
99,STPY.0321.00105,1,568654,572586,-
99,STPY.0321.00087,1,1197295,1201227,+
99,STPY.0321.00097,1,574769,578701,-
99,STPY.0321.00089,1,561273,565205,-
99,STPY.0321.00075,1,1260904,1264836,+
99,STPY.0321.00083,1,650583,654515,-
99,STPY.0321.00086,1,1160341,1164274,+
99,STPY.0321.00085,1,1173273,1177182,+
99,STPY.0321.00094,1,573123,577055,-
99,STPY.0321.00096,1,571219,575152,-
99,STPY.0321.00093,1,570774,574706,-
99,STPY.0321.00091,1,610542,614474,-
99,STPY.0321.00217,1,1480273,1484206,-
99,STPY.0321.00219,1,195108,199040,+
99,STPY.0321.00213,1,590151,594083,-
99,STPY.0321.00216,1,1350610,1354543,+
99,STPY.0321.00197,1,649908,653840,-
99,STPY.0321.00203,1,608933,612865,-
99,STPY.0321.00218,1,1248624,1252507,+
99,STPY.0321.00204,1,602360,606292,-
99,STPY.0321.00199,1,541245,545178,-
99,STPY.0321.00110,1,1670591,1674523,-
99,STPY.0321.00200,1,587256,591188,-
99,STPY.0321.00099,1,1288306,1292238,+
99,STPY.0321.00051,1,1346014,1349946,+
99,STPY.0321.00198,1,1351563,1355496,+
99,STPY.0321.00128,1,1250165,1254097,+
99,STPY.0321.00033,1,555183,559115,-
99,STPY.0321.00130,1,1250071,1254003,+
99,STPY.0321.00129,1,634959,638891,-
99,STPY.0321.00127,1,1271443,1275375,+
99,STPY.0321.00208,1,575273,579205,-
99,STPY.0321.00068,1,1260334,1264266,+
99,STPY.0321.00050,1,685575,689507,-
99,STPY.0321.00201,1,571409,575341,-
99,STPY.0321.00056,1,1262257,1266189,+
99,STPY.0321.00133,1,566129,570061,-
99,STPY.0321.00134,1,1233185,1237117,+
99,STPY.0321.00078,1,1261141,1265073,+
99,STPY.0321.00132,1,1337903,1341835,+
99,STPY.0321.00115,1,1473319,1477251,+
99,STPY.0321.00001,1,583358,587290,-
99,STPY.0321.00053,1,569100,573032,-
99,STPY.0321.00090,1,1223044,1226977,+
99,STPY.0321.00202,1,569243,573175,-
99,STPY.0321.00048,1,595535,599467,-
99,STPY.0321.00113,1,583049,586981,-
99,STPY.0321.00114,1,583126,587058,-
99,STPY.0321.00121,1,588490,592422,-
99,STPY.0321.00137,1,565867,569799,-
99,STPY.0321.00161,1,591213,595145,-
99,STPY.0321.00007,1,1357280,1361213,+
99,STPY.0321.00205,1,629221,633152,-
99,STPY.0321.00131,1,588595,592527,-
99,STPY.0321.00147,1,1213931,1217863,+
99,STPY.0321.00126,1,593158,597089,-
99,STPY.0321.00098,1,1258693,1262625,+
99,STPY.0321.00116,1,1121757,1125689,-
99,STPY.0321.00156,1,662346,666278,-
99,STPY.0321.00187,1,599458,603389,-
99,STPY.0321.00120,1,1247598,1251530,+
99,STPY.0321.00100,1,1216228,1220160,+
99,STPY.0321.00032,1,1302228,1306160,+
99,STPY.0321.00195,1,610349,614281,-
99,STPY.0321.00084,1,1210417,1214350,+
99,STPY.0321.00215,1,571839,575772,-
99,STPY.0321.00148,1,600024,603956,-
99,STPY.0321.00104,1,604828,608760,-
99,STPY.0321.00171,1,563691,567623,-
99,STPY.0321.00003,1,1351079,1355012,+
99,STPY.0321.00162,1,603579,607511,-
99,STPY.0321.00160,1,562330,566262,-
99,STPY.0321.00142,1,1269327,1273260,+
99,STPY.0321.00063,1,599223,603155,-
99,STPY.0321.00107,1,1238823,1242755,+
99,STPY.0321.00140,1,562178,566110,-
99,STPY.0321.00073,1,1262553,1266485,+
99,STPY.0321.00125,1,669744,673675,-
99,STPY.0321.00123,1,599889,603820,-
99,STPY.0321.00136,1,1163810,1167742,+
99,STPY.0321.00194,1,582971,586903,-
99,STPY.0321.00145,1,569584,573517,-
99,STPY.0321.00059,1,554373,558305,-
99,STPY.0321.00135,1,1280309,1284241,+
99,STPY.0321.00151,1,1205982,1209914,+
99,STPY.0321.00005,1,568933,572865,-
99,STPY.0321.00206,1,569891,573823,-
99,STPY.0321.00139,1,373971,377903,-
99,STPY.0321.00143,1,1026945,1030877,+
99,STPY.0321.00176,1,686655,690587,-
99,STPY.0321.00088,1,1248869,1252801,+
99,STPY.0321.00163,1,1286589,1290521,+
99,STPY.0321.00174,1,567841,571773,-
99,STPY.0321.00037,1,560068,564000,-
99,STPY.0321.00153,1,938204,942136,+
99,STPY.0321.00044,1,548902,552834,-
99,STPY.0321.00164,1,591383,595315,-
99,STPY.0321.00060,1,586598,590530,-
99,STPY.0321.00166,1,1316434,1320366,+
99,STPY.0321.00192,1,34707,38639,-
99,STPY.0321.00193,1,1236289,1240221,+
99,STPY.0321.00154,1,1236245,1240177,+
99,STPY.0321.00055,1,597924,601856,-
99,STPY.0321.00155,1,1186236,1190168,+
99,STPY.0321.00074,1,1262697,1266629,+
99,STPY.0321.00167,1,1229404,1233336,+
99,STPY.0321.00112,1,587956,591888,-
99,STPY.0321.00169,1,610713,614645,-
99,STPY.0321.00144,1,574299,578231,-
99,STPY.0321.00157,1,1323641,1327573,+
99,STPY.0321.00168,1,613849,617781,-
99,STPY.0321.00041,1,1345254,1349186,+
99,STPY.0321.00146,1,1220926,1224859,+
99,STPY.0321.00119,1,1261348,1265280,+
99,STPY.0321.00118,1,1245896,1249827,+
99,STPY.0321.00049,1,1315766,1319698,+
99,STPY.0321.00046,1,582729,586661,-
99,STPY.0321.00043,1,1261922,1265854,+
99,STPY.0321.00152,1,621033,624965,-
99,STPY.0321.00141,1,594569,598501,-
99,STPY.0321.00038,1,168098,172030,+
99,STPY.0321.00117,1,594810,598742,-
99,STPY.0321.00122,1,1168762,1172694,+
99,STPY.0321.00042,1,638100,642032,-
99,STPY.0321.00028,1,583181,587113,-
99,STPY.0321.00019,1,1200093,1204025,+
99,STPY.0321.00092,1,566732,570664,-
99,STPY.0321.00124,1,1287941,1291872,+
99,STPY.0321.00207,1,581481,585413,-
99,STPY.0321.00209,1,572698,576630,-
99,STPY.0321.00214,1,570074,574006,-
99,STPY.0321.00191,1,1276672,1280604,+
99,STPY.0321.00211,1,548610,552542,-
99,STPY.0321.00138,1,1193563,1197495,+
99,STPY.0321.00002,1,1571965,1575898,-
99,STPY.0321.00212,1,548603,552535,-
99,STPY.0321.00210,1,1362391,1366323,+
99,STPY.0321.00173,1,546155,550087,-
99,STPY.0321.00175,1,573050,576982,-
99,STPY.0321.00172,1,1193773,1197706,+
99,STPY.0321.00170,1,624689,628621,-
99,STPY.0321.00069,1,609882,613814,-
99,STPY.0321.00179,1,1200307,1204239,+
99,STPY.0321.00182,1,633682,637614,-
99,STPY.0321.00189,1,582040,585972,-
99,STPY.0321.00010,1,542900,546832,-
99,STPY.0321.00024,1,1260468,1264400,+
99,STPY.0321.00058,1,1302547,1306479,+
99,STPY.0321.00021,1,1154613,1158545,+
99,STPY.0321.00159,1,1246114,1250045,+
99,STPY.0321.00178,1,556834,560766,-
99,STPY.0321.00188,1,594529,598461,-
99,STPY.0321.00040,1,567211,571143,-
99,STPY.0321.00106,1,622825,626757,-
99,STPY.0321.00017,1,1165976,1169908,+
99,STPY.0321.00186,1,588479,592411,-
99,STPY.0321.00111,1,570251,574183,-
99,STPY.0321.00030,1,561816,565748,-
99,STPY.0321.00185,1,611612,615544,-
99,STPY.0321.00190,1,1262603,1266535,+
99,STPY.0321.00180,1,1230245,1234178,+
99,STPY.0321.00181,1,548101,552033,-
99,STPY.0321.00023,1,1305246,1309178,+
99,STPY.0321.00184,1,1230341,1234273,+
99,STPY.0321.00183,1,598863,602795,-
99,STPY.0321.00165,1,577198,581131,-
99,STPY.0321.00047,1,1302791,1306723,+
99,STPY.0321.00095,1,568862,572794,-
99,STPY.0321.00039,1,1256776,1260708,+
99,STPY.0321.00036,1,589807,593739,-
99,STPY.0321.00076,1,1261755,1265687,+
99,STPY.0321.00035,1,1231146,1235078,+
99,STPY.0321.00027,1,568876,572808,-
99,STPY.0321.00031,1,624616,628548,-
99,STPY.0321.00034,1,564505,568437,-
99,STPY.0321.00158,1,1025304,1029236,+
99,STPY.0321.00052,1,1314053,1317985,+
99,STPY.0321.00029,1,594729,598661,-
99,STPY.0321.00054,1,1303798,1307730,+
99,STPY.0321.00150,1,566128,570060,-
99,STPY.0321.00177,1,1197891,1201823,+
99,STPY.0321.00011,1,672858,676789,-
99,STPY.0321.00009,1,611389,615321,-
99,STPY.0321.00020,1,672848,676779,-
99,STPY.0321.00008,1,548610,552542,-
99,STPY.0321.00013,1,1279368,1283301,+
99,STPY.0321.00014,1,562863,566795,-
99,STPY.0321.00018,1,672869,676800,-
99,STPY.0321.00012,1,567996,571928,-
99,STPY.0321.00081,1,660300,664232,-
99,STPY.0321.00045,1,569149,573081,-
99,STPY.0321.00004,1,1301468,1305400,+
99,STPY.0321.00006,1,239679,243611,-
99,STPY.0321.00196,1,1235568,1239500,+
99,STPY.0321.00015,1,578516,582448,-
99,STPY.0321.00025,1,1263467,1267399,+
99,STPY.0321.00022,1,1261286,1265218,+
99,STPY.0321.00149,1,571551,575483,-
99,STPY.0321.00026,1,610423,614355,-
99,STPY.0321.00016,1,636471,640403,-
100,STPY.0321.00072,1,1263910,1275807,+
100,STPY.0321.00071,1,1305384,1317281,+
100,STPY.0321.00070,1,1255810,1267707,+
100,STPY.0321.00079,1,598571,610466,-
100,STPY.0321.00080,1,618425,630320,-
100,STPY.0321.00062,1,1264822,1276719,+
100,STPY.0321.00061,1,1326154,1338051,+
100,STPY.0321.00082,1,588020,599917,-
100,STPY.0321.00057,1,1326154,1338051,+
100,STPY.0321.00067,1,581855,593793,-
100,STPY.0321.00065,1,1265211,1277108,+
100,STPY.0321.00066,1,597702,609597,-
100,STPY.0321.00064,1,564488,576384,-
100,STPY.0321.00077,1,1320852,1332749,+
100,STPY.0321.00101,1,582594,594489,-
100,STPY.0321.00102,1,581570,593465,-
100,STPY.0321.00108,1,1361519,1373415,+
100,STPY.0321.00103,1,550887,562782,-
100,STPY.0321.00109,1,1175907,1187804,+
100,STPY.0321.00105,1,556756,568652,-
100,STPY.0321.00087,1,1201228,1213120,+
100,STPY.0321.00097,1,562873,574767,-
100,STPY.0321.00089,1,549386,561271,-
100,STPY.0321.00075,1,1264837,1276734,+
100,STPY.0321.00083,1,638690,650581,-
100,STPY.0321.00086,1,1164275,1176171,+
